marca,modelo,año,precio,transmisión,rendimiento,combustible,litros
 Hyundai , Santa Fe ,2018," 486,999 ",Automático,12.3,Gasolina,3.3
 Kia , Rio ,2019," 305,999 ",Automático,15.6,,
 Honda , Odyssey ,2015," 361,999 ",Automático,6.5,Gasolina,3.5
 Nissan , Versa ,2019," 240,999 ",Automático,18.2,Gasolina,1.6
 Ford , Escape ,2018," 393,999 ",Automático,9.8,,2
 Audi , A4 ,2018," 453,999 ",Automático,15.4,Gasolina,2
 Jeep , Cherokee ,2018," 543,999 ",Automático,9.3,Gasolina,3.2
 Ford , Escape ,2016," 286,999 ",Automático,9.8,Gasolina,2.5
 Mazda , CX-9 ,2017," 503,999 ",Automático,9.1,Gasolina,2.5
 Seat , Ibiza ,2019," 297,999 ",Manual,15.9,,1.6
 Dodge , Journey ,2017," 364,999 ",Automático,8.2,,3.6
 Mazda , Mazda 3 ,2018," 336,999 ",Automático,9.8,,2.5
 Hyundai , Tucson ,2016," 325,999 ",Automático,14.5,Gasolina,2
 Audi , A5 Sportback ,2011," 298,999 ",Automático,7.6,,3.2
 Toyota , Yaris ,2017," 245,999 ",Automático,17.2,,1.5
 Land Rover , Range Rover ,2014," 869,999 ",Automático,5.5,,5
 Mercedes Benz , Clase Glc ,2018," 652,999 ",Automático,8.9,,2
 Dodge , Grand Caravan ,2018," 417,999 ",Automático,7.2,,
 Bmw , X1 ,2017," 424,999 ",Automático,11.8,,2
 Kia , Rio ,2019," 289,999 ",Automático,15.6,,
 Ford , Escape ,2016," 278,999 ",Automático,9.8,,
 Volkswagen , Gol ,2019," 229,999 ",Manual,14.9,,
 Seat , Ibiza ,2018," 281,999 ",Manual,15.9,,
 Bmw , Serie 2 ,2016," 327,999 ",Automático,13.2,,
 Ford , Fiesta ,2016," 211,999 ",Automático,6.2,,
 Renault , Kwid ,2019," 234,999 ",Manual,17.5,,
 Mazda , Cx-30 ,2020," 499,999 ",Automático,13.5,Gasolina,2.5
 Nissan , Kicks ,2018," 319,999 ",Automático,16.9,Gasolina,1.6
 Ford , Focus ,2016," 252,999 ",Automático,15.2,,2
 Hyundai , Creta ,2018," 308,999 ",Automático,14.3,,1.6
 Volkswagen , Vento ,2018," 225,999 ",Manual,14.3,,
 Ford , Fiesta ,2017," 224,999 ",Automático,16.1,,
 Volkswagen , Gol ,2018," 209,999 ",Manual,17.9,,
 Volkswagen , Polo ,2020," 281,999 ",Automático,14.5,,
 Dodge , Journey ,2017," 354,999 ",Automático,8.1,,
 Seat , Ibiza ,2019," 336,999 ",Manual,19.2,,1
 Honda , Hr-V ,2016," 290,999 ",Automático,15.2,,1.8
 Chevrolet , Trax ,2018," 332,999 ",Automático,15.2,,1.8
 Audi , Q2 ,2018," 494,999 ",Automático,14.9,,1.4
 Dodge , Journey ,2016," 295,999 ",Automático,10.2,,
 Seat , Ibiza ,2018," 268,999 ",Manual,15.9,,1.6
 Mazda , Mazda 3 ,2016," 268,999 ",Automático,9.8,,2.5
 Mazda , Cx-3 ,2017," 290,999 ",Automático,15.4,,
 Mazda , Mazda 3 ,2021," 531,999 ",Automático,12.7,,
 Mazda , Mazda 3 ,2016," 258,999 ",Automático,9.6,,
 Volkswagen , Polo ,2020," 281,999 ",Manual,15.2,,
 Ford , Lobo ,2018," 914,999 ",Automático,9.3,,
 Toyota , Yaris ,2016," 235,999 ",Automático,17.5,,1.5
 Chevrolet , Sonic ,2016," 175,999 ",Manual,14.5,,1.6
 Ford , Escape ,2013," 237,999 ",Automático,9.8,,2.5
 Volkswagen , Polo ,2020," 285,999 ",Manual,15.2,,1.6
 Ford , Focus ,2015," 195,999 ",Automático,15.2,,2
 Volkswagen , Tiguan ,2019," 486,999 ",Automático,14.9,,1.4
 Kia , Sportage ,2017," 345,999 ",Automático,12.7,,2
 Nissan , Versa ,2018," 266,999 ",Automático,18.5,,1.6
 Volkswagen , Tiguan ,2013," 238,999 ",Automático,14.9,,1.4
 Chevrolet , Trax ,2015," 237,999 ",Automático,15.2,,1.8
 Jeep , Renegade ,2022," 547,999 ",Automático,12.2,,
 Mazda , Mazda 3 ,2016," 260,999 ",Automático,9.6,,
 Honda , City ,2018," 251,999 ",Manual,16.4,,1.5
 Renault , Duster ,2019," 233,999 ",Manual,13.3,,2
 Kia , Sorento ,2018," 385,999 ",Automático,12.8,,2.4
 Dodge , Journey ,2016," 276,999 ",Automático,8.1,,2.4
 Honda , Fit ,2019," 270,999 ",Manual,15.9,,1.5
 Kia , Forte ,2018," 282,999 ",Automático,15.9,,
 Gmc , Terrain ,2017," 407,999 ",Automático,9,,
 Chevrolet , Sonic ,2016," 183,999 ",Manual,14.7,,1.6
 Ford , Figo ,2019," 216,999 ",Manual,17.9,,1.5
 Suzuki , Swift ,2017," 249,999 ",Manual,19.6,,1.4
 Kia , Sorento ,2016," 372,999 ",Automático,9.8,,3.3
 Volkswagen , Polo ,2019," 245,999 ",Manual,15.2,,1.6
 Volkswagen , Beetle ,2016," 288,999 ",Automático,11.2,,
 Kia , Sportage ,2019," 399,999 ",Automático,12.7,,
 Nissan , Sentra ,2020," 381,999 ",Automático,17.2,,
 Chevrolet , Trax ,2020," 377,999 ",Automático,15.2,,
 Toyota , Corolla ,2015," 249,999 ",Automático,15.9,,
 Volkswagen , Jetta A7 ,2019," 338,999 ",Automático,15.9,,
 Kia , Rio ,2018," 252,999 ",Manual,15.2,,1.6
 Volkswagen , Polo ,2019," 228,999 ",Manual,14.5,,1.6
 Kia , Optima ,2018," 329,999 ",Automático,13.3,,2.4
 Suzuki , Swift ,2016," 240,999 ",Manual,14.3,,1.4
 Volkswagen , Gol ,2018," 218,999 ",Manual,17.9,,
 Kia , Rio ,2021," 331,999 ",Manual,15.6,,
 Honda , Civic ,2018," 399,999 ",Automático,17.5,,
 Nissan , Versa ,2018," 264,999 ",Automático,18.5,,
 Chevrolet , Trax ,2019," 301,999 ",Manual,16.9,,
 Audi , Q5 Quattro ,2018," 627,999 ",Automático,11.2,,
 Volkswagen , Tiguan ,2018," 403,999 ",Automático,14.9,,
 Hyundai , Creta ,2018," 350,999 ",Automático,14.3,,1.6
 Hyundai , Elantra ,2018," 328,999 ",Automático,17.5,,
 Nissan , Versa ,2019," 249,999 ",Manual,16.4,,1.6
 Kia , Forte ,2020," 413,999 ",Automático,15.9,,2
 Volkswagen , Tiguan ,2019," 445,999 ",Automático,14.9,,1.4
 Nissan , Sentra ,2016," 218,999 ",Automático,17.2,,1.8
 Kia , Forte ,2019," 318,999 ",Automático,15.9,,2
 Ford , Escape ,2019," 358,999 ",Automático,9.8,,2.5
 Nissan , Sentra ,2017," 222,999 ",Automático,17.2,,1.8
 Chevrolet , Trax ,2016," 226,999 ",Manual,16.9,,1.8
 Hyundai , Creta ,2017," 292,999 ",Automático,14.3,,1.6
 Chevrolet , Trax ,2016," 246,999 ",Automático,15.2,,1.8
 Volkswagen , Vento ,2019," 256,999 ",Automático,14.3,,1.6
 Bmw , X3 ,2015," 388,999 ",Automático,7.8,,3
 Toyota , Yaris ,2018," 248,999 ",Automático,17.2,,1.5
 Renault , Duster ,2018," 226,999 ",Manual,14.9,,2
 Nissan , Altima ,2017," 265,999 ",Automático,15.9,,2.5
 Bmw , X3 ,2015," 409,999 ",Automático,7.8,,3
 Mazda , Mazda 3 ,2018," 327,999 ",Automático,9.8,,2.5
 Volkswagen , Jetta A6 ,2017," 240,999 ",Manual,12.3,,2
 Nissan , Versa ,2018," 211,999 ",Manual,16.4,,1.6
 Chevrolet , Trax ,2018," 273,999 ",Manual,16.9,,1.8
 Audi , A3 ,2019," 441,999 ",Automático,14.3,,1.4
 Volkswagen , Tiguan ,2020," 495,999 ",Automático,14.9,,1.4
 Mazda , Mazda 3 ,2018," 327,999 ",Automático,9.8,,2.5
 Toyota , Corolla ,2015," 226,999 ",Automático,15.9,,
 Volkswagen , Vento ,2020," 260,999 ",Manual,14.3,,1.6
 Nissan , X Trail ,2018," 333,999 ",Automático,13.5,,2.5
 Peugeot , 208 ,2018," 242,999 ",Manual,13.5,,1.6
 Chevrolet , Trax ,2017," 250,999 ",Manual,16.9,,1.8
 Bmw , X3 ,2015," 407,999 ",Automático,7.8,,3
 Volkswagen , Tiguan ,2016," 342,999 ",Automático,9.9,,
 Volkswagen , Jetta A6 ,2018," 290,999 ",Manual,11.6,,
 Kia , Forte ,2020," 361,999 ",Manual,15.6,,
 Gmc , Acadia ,2017," 499,999 ",Automático,9.4,,3.6
 Kia , Sorento ,2016," 358,999 ",Automático,9.8,,3.3
 Hyundai , Tucson ,2016," 341,999 ",Automático,14.5,,2
 Hyundai , Creta ,2018," 316,999 ",Automático,14.3,,
 Ford , Fusion ,2020," 537,999 ",Automático,26.3,,2
 Volkswagen , Vento ,2018," 227,999 ",Manual,14.3,,1.6
 Seat , Ibiza ,2018," 235,999 ",Manual,9.2,,1.6
 Nissan , March ,2020," 249,999 ",Automático,15.2,,1.6
 Chevrolet , Sonic ,2017," 201,999 ",Manual,14.7,,1.6
 Jeep , Grand Cherokee ,2014," 387,999 ",Automático,9.2,,3.6
 Volkswagen , Passat ,2015," 262,999 ",Automático,10.4,,2.5
 Nissan , Versa ,2018," 213,999 ",Automático,18.2,,1.6
 Volkswagen , Polo ,2018," 263,999 ",Automático,16.1,,1.2
 Volkswagen , Polo ,2018," 225,999 ",Manual,15.2,,1.6
 Chevrolet , Trax ,2016," 250,999 ",Automático,15.2,,1.8
 Hyundai , Creta ,2017," 299,999 ",Automático,14.3,,1.6
 Nissan , Sentra ,2018," 248,999 ",Manual,14.3,,1.8
 Nissan , Kicks ,2018," 327,999 ",Automático,17.5,,1.6
 Jeep , Grand Cherokee ,2017," 575,999 ",Automático,9.2,,
 Mazda , MX-5 ,2017," 413,999 ",Automático,13.5,,
 Volkswagen , Vento ,2019," 229,999 ",Manual,14.3,,1.6
 Fiat , 500 ,2015," 304,999 ",Automático,14.5,,1.4
 Ford , Focus ,2016," 250,999 ",Automático,15.2,,2
 Audi , Q3 ,2016," 339,999 ",Automático,12.8,,1.4
 Seat , Leon ,2016," 342,999 ",Automático,12.3,,2
 Chevrolet , Sonic ,2017," 195,999 ",Manual,14.5,,1.6
 Kia , Forte ,2020," 404,999 ",Automático,15.9,,2
 Honda , Odyssey ,2016," 404,999 ",Automático,9.9,,3.5
 Seat , Ibiza ,2017," 273,999 ",Manual,17.5,,1.2
 Seat , Leon ,2016," 272,999 ",Automático,18.2,,1.4
 Ford , Ranger ,2019," 517,999 ",Manual,9,,2.5
 Nissan , X Trail ,2016," 278,999 ",Automático,13.5,,2.5
 Ford , Edge ,2019," 700,999 ",Automático,10,,2.7
 Hyundai , Creta ,2017," 309,999 ",Automático,14.3,,1.6
 Volkswagen , Jetta A6 ,2018," 267,999 ",Manual,12.3,,2
 RAM , Ram 2500 ,2017," 734,999 ",Automático,6.5,,5.7
 Chevrolet , Sonic ,2017," 211,999 ",Automático,13.3,,1.6
 Renault , Duster ,2018," 239,999 ",Automático,12.3,,2
 Ford , Escape ,2017," 333,999 ",Automático,9.8,,2.5
 Buick , Enclave ,2017," 451,999 ",Automático,9.3,,3.6
 Hyundai , Tucson ,2016," 328,999 ",Automático,14.5,,2
 Chevrolet , Sonic ,2016," 187,999 ",Automático,13.3,,1.6
 Renault , Sandero ,2017," 188,999 ",Automático,12,,1.6
 Ford , Figo ,2017," 208,999 ",Automático,17.2,,1.5
 Kia , Soul ,2019," 277,999 ",Manual,14.7,,1.6
 Ford , Escape ,2013," 221,999 ",Automático,9.8,,2.5
 Bmw , Serie 4 ,2015," 385,999 ",Automático,11.4,,2
 Kia , Sorento ,2017," 344,999 ",Automático,12.8,,2.4
 Chevrolet , Trax ,2018," 335,999 ",Automático,15.2,,1.8
 Buick , Enclave ,2018," 687,999 ",Automático,9.3,,3.6
 Bmw , Serie 1 ,2019," 473,999 ",Automático,17.9,,1.5
 Nissan , Sentra ,2015," 194,999 ",Manual,14.3,,1.8
 Mazda , Mazda 6 ,2017," 312,999 ",Automático,14.1,,2.5
 Chevrolet , Spark ,2019," 250,999 ",Automático,18.5,,1.4
 Chevrolet , Trax ,2015," 228,999 ",Automático,15.2,,1.8
 Renault , Duster ,2017," 222,999 ",Manual,14.7,,2
 Mazda , CX-9 ,2015," 290,999 ",Automático,9.3,,3.7
 Kia , Soul ,2018," 255,999 ",Manual,14.7,,1.6
 Kia , Forte ,2018," 284,999 ",Manual,13.2,,2
 Seat , Toledo ,2018," 287,999 ",Automático,15.4,,1.4
 Toyota , Yaris ,2017," 234,999 ",Manual,16.4,,1.5
 Seat , Ibiza ,2016," 240,999 ",Automático,15.9,,1.6
 Nissan , NP 300 ,2020," 419,999 ",Manual,9.1,,2.4
 Honda , Civic ,2018," 358,999 ",Automático,16.7,,2
 Nissan , Kicks ,2017," 292,999 ",Automático,17.5,,1.6
 Suzuki , Ignis ,2019," 263,999 ",Manual,19.6,,1.2
 Land Rover , Range Rover Sport ,2014," 710,999 ",Automático,5.5,,5
 Seat , Leon ,2016," 314,999 ",Automático,14.7,,1.8
 Honda , Hr-V ,2016," 289,999 ",Automático,15.2,,1.8
 Hyundai , Tucson ,2016," 348,999 ",Automático,14.5,,2
 Nissan , Versa ,2019," 264,999 ",Manual,16.4,,1.6
 Volkswagen , Beetle ,2015," 314,999 ",Automático,13,,2
 Ford , Fiesta ,2017," 210,999 ",Manual,16.1,,1.6
 Renault , Stepway ,2018," 249,999 ",Manual,15.2,,1.6
 Volkswagen , Virtus ,2020," 313,999 ",Manual,15.4,,1.6
 Chevrolet , Trax ,2018," 323,999 ",Automático,15.2,,1.8
 Nissan , Sentra ,2017," 229,999 ",Automático,17.2,,1.8
 Mazda , Cx-3 ,2018," 340,999 ",Automático,15.4,,2
 Chevrolet , Sonic ,2017," 209,999 ",Automático,13.3,,1.6
 Kia , Soul ,2019," 276,999 ",Manual,14.7,,1.6
 Nissan , X Trail ,2018," 412,999 ",Automático,13.2,,2.5
 Mercedes Benz , Clase Cla ,2017," 469,999 ",Automático,15.4,,1.6
 Chevrolet , Spark ,2018," 241,999 ",Automático,18.5,,1.4
 Kia , Rio ,2020," 302,999 ",Automático,15.6,,1.6
 Mini , Cooper S ,2019," 655,999 ",Automático,13.3,,2
 Seat , Ibiza ,2018," 266,999 ",Manual,15.9,,1.6
 Suzuki , Kizashi ,2014," 197,999 ",Automático,12.8,,2.4
 Chevrolet , Sonic ,2016," 189,999 ",Automático,13.3,,1.6
 Ford , Explorer ,2017," 539,999 ",Automático,9.3,,3.5
 Mazda , Mazda 3 ,2018," 313,999 ",Automático,9.6,,2.5
 Toyota , C-Hr ,2019," 425,999 ",Automático,14.3,,2
 Honda , Hr-V ,2018," 346,999 ",Automático,15.2,,1.8
 Suzuki , Swift ,2019," 282,999 ",Manual,19.2,,1
 Mazda , CX-5 ,2015," 313,999 ",Automático,14.7,,2
 Chevrolet , Trax ,2017," 298,999 ",Automático,15.2,,1.8
 Ford , Escape ,2017," 329,999 ",Automático,9.8,,2.5
 Hyundai , Creta ,2018," 349,999 ",Automático,14.3,,1.6
 Honda , Hr-V ,2017," 310,999 ",Automático,15.2,,1.8
 Kia , Sportage ,2017," 339,999 ",Automático,12.7,,2
 Kia , Sorento ,2017," 360,999 ",Automático,12.8,,2.4
 Honda , City ,2017," 227,999 ",Manual,16.4,,1.5
 Kia , Rio ,2018," 262,999 ",Manual,15.6,,1.6
 Kia , Rio ,2018," 259,999 ",Manual,15.6,,1.6
 Kia , Sportage ,2019," 387,999 ",Automático,12.7,,2
 Mazda , Cx-3 ,2019," 379,999 ",Automático,15.4,,2
 Nissan , X Trail ,2015," 262,999 ",Automático,13.2,,2.5
 Kia , Forte ,2017," 238,999 ",Manual,15.9,,2
 Chevrolet , Spark ,2017," 212,999 ",Manual,18.5,,1.4
 Gmc , Terrain ,2018," 552,999 ",Automático,9,,2
 Toyota , RAV4 ,2013," 305,999 ",Automático,11.4,,2.5
 Chevrolet , Traverse ,2016," 342,999 ",Automático,9.7,,"3,6"
 Mercedes Benz , Clase C ,2017," 467,999 ",Automático,9.9,,2
 Jaguar , XF ,2015," 556,999 ",Automático,7.5,,3
 Ford , Figo ,2017," 182,999 ",Automático,17.2,,1.5
 Chevrolet , Cavalier ,2019," 272,999 ",Automático,17.5,,1.5
 Mercedes Benz , Clase Gle ,2017," 983,999 ",Automático,9.2,,3
 Chevrolet , Spark ,2017," 211,999 ",Manual,18.5,,1.4
 Volkswagen , Tiguan ,2019," 451,999 ",Automático,14.9,,1.4
 Lincoln , MKX ,2017," 533,999 ",Automático,10.6,,2.7
 Toyota , Yaris ,2018," 274,999 ",Automático,17.5,,1.5
 Audi , A3 ,2019," 491,999 ",Automático,14.3,,1.4
 Honda , Hr-V ,2016," 291,999 ",Automático,15.2,,1.8
 Nissan , Versa ,2019," 238,999 ",Manual,16.4,,1.6
 Volkswagen , Jetta A6 ,2017," 378,999 ",Automático,14.7,,2
 Chevrolet , Sonic ,2017," 211,999 ",Manual,14.7,,1.6
 Volkswagen , Polo ,2018," 253,999 ",Automático,16.1,,1.2
 Kia , Sportage ,2016," 323,999 ",Automático,12.7,,2
 Nissan , Kicks ,2017," 275,999 ",Automático,16.9,,1.6
 Ford , Eco Sport ,2018," 289,999 ",Manual,14.9,,1.5
 Volkswagen , Jetta A6 ,2017," 242,999 ",Manual,12.3,,2
 Seat , Toledo ,2017," 227,999 ",Manual,17.5,,1.2
 Suzuki , S-Cross ,2016," 221,999 ",Automático,15.4,,1.6
 Nissan , Kicks ,2017," 293,999 ",Automático,17.5,,1.6
 Chevrolet , Equinox ,2016," 272,999 ",Automático,9.3,,2.4
 Mercedes Benz , Clase S ,2015," 907,999 ",Automático,7.8,,4.6
 Jeep , Cherokee ,2015," 325,999 ",Automático,9.9,,2.4
 Honda , CR-V ,2016," 307,999 ",Automático,9.7,,2.4
 Honda , Civic ,2018," 350,999 ",Automático,16.7,,2
 Nissan , Sentra ,2018," 250,999 ",Manual,14.3,,1.8
 Kia , Soul ,2018," 264,999 ",Manual,14.7,,1.6
 Kia , Forte ,2017," 241,999 ",Manual,15.9,,2
 Mazda , Mazda 6 ,2017," 309,999 ",Automático,14.1,,2.5
 Honda , Fit ,2018," 256,999 ",Automático,17.9,,1.5
 Volkswagen , Polo ,2020," 290,999 ",Manual,15.2,,1.6
 Lincoln , MKX ,2016," 437,999 ",Automático,10.6,,2.7
 Kia , Forte ,2018," 288,999 ",Manual,13.2,,2
 Dodge , Attitude ,2018," 215,999 ",Manual,20.4,,1.2
 Land Rover , Range Rover Sport ,2015," 730,999 ",Automático,7.5,,3
 Nissan , Kicks ,2017," 276,999 ",Automático,16.9,,1.6
 Toyota , Prius ,2017," 356,999 ",Automático,31.3,,1.8
 Chevrolet , Trax ,2016," 228,999 ",Manual,16.9,,1.8
 Chevrolet , Trax ,2016," 248,999 ",Automático,15.2,,1.8
 Volkswagen , Polo ,2019," 230,999 ",Manual,14.5,,1.6
 Volkswagen , Jetta A7 ,2019," 348,999 ",Automático,15.9,,1.4
 Ford , Fiesta ,2018," 231,999 ",Manual,16.1,,1.6
 Lincoln , MKC ,2015," 348,999 ",Automático,9.5,,2.3
 Ford , Escape ,2018," 372,999 ",Automático,9.8,,2.5
 Honda , CR-V ,2016," 325,999 ",Automático,9.7,,2.4
 Chevrolet , Trax ,2018," 265,999 ",Manual,16.9,,1.8
 Volkswagen , Vento ,2018," 226,999 ",Manual,14.3,,1.6
 Ford , Escape ,2016," 271,999 ",Automático,9.8,,2.5
 Seat , Ibiza ,2018," 260,999 ",Manual,15.9,,1.6
 Hyundai , Creta ,2018," 338,999 ",Automático,14.3,,1.6
 Hyundai , Tucson ,2017," 340,999 ",Automático,14.5,,2
 Volkswagen , Vento ,2020," 259,999 ",Manual,14.3,,1.6
 Ford , Eco Sport ,2017," 264,999 ",Automático,9.6,,2
 Honda , Pilot ,2017," 534,999 ",Automático,9.5,,3.5
 Chevrolet , Cavalier ,2019," 271,999 ",Automático,17.5,,1.5
 Hyundai , Accent ,2018," 287,999 ",Automático,16.1,,1.6
 Nissan , Sentra ,2017," 241,999 , 241,999 ",Automático,17.2,,
 Honda , City ,2019," 278,999 , 278,999 ",Manual,16.4,Gasolina,1.5
 Suzuki , Swift ,2021," 360,999 , 360,999 ",Automático,16.4,Gasolina,1.4
 Mitsubishi , Mirage ,2017," 213,999 , 213,999 ",Automático,20.8,Gasolina,1.2
 Mercedes Benz , Clase A ,2016," 296,999 ",Automático,13.7,,1.6
 Seat , Toledo ,2017," 236,999 , 236,999 ",Manual,17.5,,1.2
 Seat , Arona ,2018," 317,999 , 317,999 ",Automático,14.3,,
 Audi , A3 ,2016," 320,999 ",Automático,11.8,,
 Kia , Forte ,2019," 321,999 ",Automático,6.3,,
 Mazda , Mazda 3 ,2018," 324,999 , 324,999 ",Automático,9.8,,
 Volkswagen , Gol ,2015," 155,999 , 155,999 ",Manual,15.6,,
 Hyundai , Tucson ,2020," 532,999 , 532,999 ",Automático,14.5,,
 Suzuki , Vitara ,2018," 336,999 , 336,999 ",Automático,16.1,,
 Hyundai , Creta ,2017," 291,999 , 291,999 ",Automático,14.3,,
 Renault , Kwid ,2019," 223,999 , 223,999 ",Manual,17.5,,
 Infiniti , QX60 ,2014," 329,999 , 329,999 ",Automático,9.6,,
 Baic , D20 ,2018," 160,999 , 160,999 ",Manual,17.4,,
 Nissan , Versa ,2019," 255,999 , 255,999 ",Manual,16.4,,
 Mazda , Mazda 3 ,2015," 226,999 , 226,999 ",Automático,9.6,,
 Kia , Sportage ,2016," 351,999 , 351,999 ",Automático,12.3,,
 Nissan , X Trail ,2016," 318,999 , 318,999 ",Automático,12.7,Gasolina,2.5
 Toyota , Avanza ,2018," 263,999 , 263,999 ",Automático,13.9,Gasolina,1.5
 Chevrolet , Camaro ,2015," 536,999 , 536,999 ",Automático,8.8,,6.2
 Mercedes Benz , Clase Gla ,2020," 609,999 , 609,999 ",Automático,7.4,,1.6
 Suzuki , Swift ,2018," 280,999 , 280,999 ",Manual,19.2,,1
 Chevrolet , Aveo ,2018," 235,999 , 235,999 ",Automático,16.7,,1.6
 Seat , Ibiza ,2019," 262,999 , 262,999 ",Manual,9.2,,1.6
 Volkswagen , Jetta A7 ,2020," 381,999 , 381,999 ",Automático,15.9,,1.4
 Bmw , X4 ,2020," 945,999 , 945,999 ",Automático,10,,2
 Honda , Hr-V ,2017," 307,999 , 307,999 ",Automático,15.2,,1.8
 Volkswagen , Polo ,2019," 254,999 , 254,999 ",Manual,15.2,,1.6
 Mazda , CX-5 ,2019," 476,999 , 476,999 ",Automático,14.7,,2.5
 Ford , Fiesta ,2016," 196,999 , 196,999 ",Automático,16.1,,1.6
 Hyundai , Creta ,2020," 337,999 , 337,999 ",Manual,14.7,,1.6
 Peugeot , 3008 ,2019," 443,999 , 443,999 ",Automático,10,,1.6
 Jeep , Grand Cherokee ,2014," 407,999 , 407,999 ",Automático,9.2,,3.6
 Kia , Optima ,2016," 281,999 , 281,999 ",Automático,11.9,,2
 Renault , Duster ,2019," 242,999 , 242,999 ",Automático,11.9,,2
 Chevrolet , Cruze ,2016," 187,999 , 187,999 ",Automático,11.5,,1.8
 Kia , Sportage ,2016," 337,999 , 337,999 ",Automático,12.3,,2.4
 Ford , Figo ,2018," 204,999 , 204,999 ",Manual,17.9,,1.5
 Suzuki , Vitara ,2018," 325,999 , 325,999 ",Automático,16.1,,1.6
 Chevrolet , Cavalier ,2020," 259,999 , 259,999 ",Manual,17.5,,1.5
 Ford , Mustang ,2018," 769,999 , 769,999 ",Manual,8,,5
 Fiat , Uno ,2015," 145,999 , 145,999 ",Manual,14.7,,1.4
 Volkswagen , Vento ,2018," 221,999 , 221,999 ",Manual,14.3,,1.6
 Seat , Ibiza ,2018," 282,999 , 282,999 ",Automático,15.9,,
 Toyota , Highlander ,2016," 448,999 , 448,999 ",Automático,9.9,,
 Chevrolet , Spark ,2017," 195,999 , 195,999 ",Manual,18.9,,
 Chevrolet , Aveo ,2018," 187,999 , 187,999 ",Manual,17.5,,
 Kia , Rio ,2018," 234,999 , 234,999 ",Manual,15.6,,
 Chevrolet , Aveo ,2015," 159,999 , 159,999 ",Manual,14.5,,
 Honda , Civic ,2017," 311,999 , 311,999 ",Automático,16.7,,
 Volkswagen , Vento ,2018," 234,999 , 234,999 ",Automático,14.3,,
 Volkswagen , Jetta A6 ,2017," 253,999 , 253,999 ",Manual,12.3,,
 Chevrolet , Traverse ,2020," 768,999 , 768,999 ",Automático,8.7,,
 Ford , Mustang ,2016," 418,999 , 418,999 ",Automático,8.4,,4
 Kia , Sportage ,2018," 416,999 , 416,999 ",Automático,12.3,Gasolina,2
 Nissan , March ,2016," 176,999 , 176,999 ",Manual,16.1,Gasolina,1.6
 Mazda , Mazda 3 ,2020," 399,999 , 399,999 ",Automático,9.8,Gasolina,2.5
 Mitsubishi , L200 ,2018," 392,999 , 392,999 ",Manual,9.1,Gasolina,2.4
 Nissan , Versa ,2017," 198,999 , 198,999 ",Automático,18.2,Gasolina,1.6
 Mazda , Cx-30 ,2021," 515,999 , 515,999 ",Automático,13.5,Gasolina,2.5
 Toyota , Hilux ,2021," 554,999 , 554,999 ",Manual,8.7,Gasolina,2.7
 Nissan , Note ,2014," 164,999 , 164,999 ",Automático,16.7,Gasolina,1.6
 Toyota , Avanza ,2019," 295,999 , 295,999 ",Manual,13.9,Gasolina,1.5
 Kia , Forte ,2020," 305,999 , 305,999 ",Automático,15.9,Gasolina,2
 Toyota , Prius ,2019," 425,999 , 425,999 ",Automático,31.3,Híbrido,1.5
 Bmw , X3 ,2019," 818,999 , 818,999 ",Automático,7.8,Gasolina,2
 Mercedes Benz , Clase C ,2016," 552,999 , 552,999 ",Automático,8.3,,3
 Alfa Romeo , Giulietta ,2019," 526,999 , 526,999 ",Automático,9.3,,1.8
 Chevrolet , Cruze ,2018," 318,999 , 318,999 ",Automático,16.1,,"1,4"
 Hyundai , Accent ,2018," 230,999 , 230,999 ",Manual,15.2,,1.6
 Chevrolet , Camaro ,2017," 693,999 , 693,999 ",Automático,8.8,,6.2
 Nissan , Pathfinder ,2015," 296,999 , 296,999 ",Automático,11,,3.5
 Honda , Hr-V ,2017," 325,999 , 325,999 ",Automático,15.2,,1.8
 Mercedes Benz , Clase Gla ,2018," 464,999 , 464,999 ",Automático,13.5,,1.6
 Kia , Optima ,2017," 316,999 , 316,999 ",Automático,11.9,,2
 Volkswagen , Jetta Clasico A4 ,2015," 187,999 , 187,999 ",Manual,12.8,,2
 Nissan , NP300 Frontier ,2019," 473,999 , 473,999 ",Manual,9.8,,2.5
 Kia , Forte ,2020," 314,999 , 314,999 ",Automático,15.9,,2
 Volkswagen , Jetta A6 ,2017," 265,999 , 265,999 ",Automático,11.8,,2.5
 Seat , Toledo ,2018," 284,999 , 284,999 ",Manual,19.2,,1
 Honda , Hr-V ,2017," 324,999 , 324,999 ",Automático,15.2,,1.8
 Honda , Fit ,2019," 295,999 , 295,999 ",Automático,17.9,,1.5
 Seat , Ibiza ,2017," 282,999 , 282,999 ",Manual,17.5,,1.2
 Chevrolet , Beat ,2018," 170,999 , 170,999 ",Manual,18.2,,1.2
 Nissan , Sentra ,2017," 228,999 , 228,999 ",Manual,14.3,,1.8
 Nissan , X Trail ,2017," 298,999 , 298,999 ",Automático,13.5,,2.5
 Volkswagen , Vento ,2020," 272,999 , 272,999 ",Manual,14.3,,1.6
 Seat , Arona ,2018," 322,999 , 322,999 ",Automático,14.3,,1.6
 Volkswagen , Tiguan ,2012," 222,999 , 222,999 ",Automático,9.9,,2
 Chevrolet , Spark ,2020," 227,999 , 227,999 ",Manual,18.9,Gasolina,1.4
 Mazda , MX-5 ,2019," 406,999 , 406,999 ",Manual,13.5,,
